     9.6 +6378213.520    -8144.330       +0.000    -0.026781  +330.252148    +0.000000 +0.4999797266 +0.5000202726 -0.5000202726 -0.4999797266 +0.00000 +0.00000 -0.00000    1000.000  0.97050 -0.0013580 +3.63883     +81.72
     9.7 +6378213.520    -8111.133       +0.000    -0.026781  +333.684248    +0.000000 +0.4999799351 +0.5000200641 -0.5000200641 -0.4999799351 +0.00000 +0.00000 -0.00000    1000.000  0.98059 -0.0013520 +3.63883     +81.68
     9.8 +6378213.520    -8077.593       +0.000    -0.026781  +337.116348    +0.000000 +0.4999801394 +0.5000198598 -0.5000198598 -0.4999801394 +0.00000 +0.00000 -0.00000    1000.000  0.99067 -0.0013459 +3.63884     +81.63
     9.9 +6378213.520    -8043.710       +0.000    -0.026781  +340.548448    +0.000000 +0.4999803395 +0.5000196597 -0.5000196597 -0.4999803395 +0.00000 +0.00000 -0.00000    1000.000  1.00076 -0.0013398 +3.63884     +81.59
    10.0 +6378213.520    -8009.484       +0.000    -0.026781  +343.980548    +0.000000 +0.4999805357 +0.5000194635 -0.5000194635 -0.4999805357 +0.00000 +0.00000 -0.00000    1000.000  1.01084 -0.0013336 +3.63885     +81.55
    10.1 +6378213.520    -7974.914       +0.000    -0.026781  +347.412648    +0.000000 +0.4999807280 +0.5000192713 -0.5000192713 -0.4999807280 +0.00000 +0.00000 -0.00000    1000.000  1.02093 -0.0013274 +3.63885     +81.51
    10.2 +6378213.520    -7940.001       +0.000    -0.026781  +350.844748    +0.000000 +0.4999809165 +0.5000190827 -0.5000190827 -0.4999809165 +0.00000 +0.00000 -0.00000    1000.000  1.03101 -0.0013212 +3.63886     +81.46
    10.3 +6378213.520    -7904.745       +0.000    -0.026781  +354.276848    +0.000000 +0.4999811014 +0.5000188979 -0.5000188979 -0.4999811014 +0.00000 +0.00000 -0.00000    1000.000  1.04110 -0.0013149 +3.63886     +81.42
    10.4 +6378213.520    -7869.146       +0.000    -0.026781  +357.708948    +0.000000 +0.4999812827 +0.5000187166 -0.5000187166 -0.4999812827 +0.00000 +0.00000 -0.00000    1000.000  1.05119 -0.0013086 +3.63887     +81.37
    10.5 +6378213.520    -7833.203       +0.000    -0.026781  +361.141048    +0.000000 +0.4999814606 +0.5000185387 -0.5000185387 -0.4999814606 +0.00000 +0.00000 -0.00000    1000.000  1.06127 -0.0013023 +3.63887     +81.33
