13.623 3184.5 0 467.54 -0.026781
13.723 3231.4 0 470.97 -0.026781
13.823 3278.7 0 474.4 -0.026781
13.923 3326.3 0 477.83 -0.026781
14.023 3374.3 0 481.26 -0.026781
14.123 3422.6 0 484.7 -0.026781
14.223 3471.2 0 488.13 -0.026781
14.323 3520.2 0 491.56 -0.026781
14.423 3569.5 0 494.99 -0.026781
14.523 3619.2 0 498.43 -0.026781
14.623 3669.2 0 501.86 -0.026781
14.723 3719.5 0 505.29 -0.026781
14.823 3770.2 0 508.72 -0.026781
14.923 3821.3 0 512.15 -0.026781
15.023 3872.7 0 515.59 -0.026781
15.124 3924.9 0 519.05 -0.026781
15.224 3977 0 522.48 -0.026781
15.324 4029.4 0 525.92 -0.026781
15.424 4082.2 0 529.35 -0.026781
15.524 4135.3 0 532.78 -0.026781
15.624 4188.7 0 536.21 -0.026781
15.724 4242.5 0 539.64 -0.026781
15.824 4296.7 0 543.08 -0.026781
15.924 4351.2 0 546.51 -0.026781
16.024 4406 0 549.94 -0.026781
16.124 4461.1 0 553.37 -0.026781
16.224 4516.6 0 556.81 -0.026781
16.324 4572.5 0 560.24 -0.026781
16.424 4628.7 0 563.67 -0.026781
16.524 4685.2 0 567.1 -0.026781
16.624 4742.1 0 570.53 -0.026781
16.724 4799.3 0 573.97 -0.026781
16.824 4856.9 0 577.4 -0.026781
16.924 4914.8 0 580.83 -0.026781
17.024 4973.1 0 584.26 -0.026781
17.124 5031.7 0 587.69 -0.026781
17.224 5090.6 0 591.13 -0.026781
17.324 5149.9 0 594.56 -0.026781
17.424 5209.5 0 597.99 -0.026781
17.524 5269.5 0 601.42 -0.026781
17.624 5329.8 0 604.85 -0.026781
17.724 5390.5 0 608.29 -0.026781
17.824 5451.4 0 609.76 -0.026781
17.924 5512.4 0 609.7 -0.026781
18.024 5573.4 0 609.64 -0.026781
18.124 5634.3 0 609.58 -0.026781
18.224 5695.3 0 609.51 -0.026781
18.324 5756.2 0 609.45 -0.026781
18.424 5817.2 0 609.39 -0.026781
18.524 5878.1 0 609.33 -0.026781
18.624 5939 0 609.27 -0.026781
18.724 5999.9 0 609.2 -0.026781
18.824 6060.9 0 609.14 -0.026781
18.924 6121.8 0 609.08 -0.026781
19.024 6182.7 0 609.02 -0.026781
19.124 6243.6 0 608.96 -0.026781
19.224 6304.5 0 608.89 -0.026781
19.324 6365.4 0 608.83 -0.026781
19.424 6426.2 0 608.77 -0.026781
19.524 6487.1 0 608.71 -0.026781
19.624 6548 0 608.65 -0.026781
19.724 6608.8 0 608.59 -0.026781
19.824 6669.7 0.036939 608.52 1.346
19.924 6730.5 0.2941 608.44 3.7972
20.023 6790.8 0.79013 608.35 6.2236
20.123 6851.6 1.535 608.24 8.674
20.223 6912.4 2.5249 608.12 11.124
20.323 6973.2 3.7598 607.99 13.573
20.423 7034 5.2396 607.84 16.022
20.523 7094.8 6.9643 607.68 18.471
20.623 7155.6 8.9337 607.5 20.918
20.723 7216.3 11.148 607.31 23.365
20.823 7277 13.607 607.11 25.811
20.923 7337.7 16.31 606.89 28.256
21.023 7398.4 19.258 606.66 30.701
21.123 7459.1 22.45 606.42 33.144
21.223 7519.7 25.887 606.16 35.587
21.323 7580.3 29.568 605.89 38.028
21.423 7640.9 33.492 605.6 40.468
